cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea
train__755__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__755__obj001__corrosion.png,train,corrosion,755.jpg,755,755.xml,755,120.jpg,120,1,1,1,1,1,0,0,512,13,647,988,512,13,647,988,135,975,131625,135,975,131625
train__777__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__777__obj001__corrosion.png,train,corrosion,777.jpg,777,777.xml,777,160.jpg,160,1,1,1,1,1,0,0,450,10,656,1005,450,10,656,1005,206,995,204970,206,995,204970
train__782__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__782__obj001__corrosion.png,train,corrosion,782.jpg,782,782.xml,782,170.jpg,170,1,3,1,1,1,0,0,1,1,442,422,1,1,442,422,441,421,185661,441,421,185661
train__782__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__782__obj002__corrosion.png,train,corrosion,782.jpg,782,782.xml,782,170.jpg,170,2,3,1,1,1,0,0,455,272,748,661,455,272,748,661,293,389,113977,293,389,113977
train__782__obj003__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__782__obj003__corrosion.png,train,corrosion,782.jpg,782,782.xml,782,170.jpg,170,3,3,1,1,1,0,0,753,505,1023,863,753,505,1023,863,270,358,96660,270,358,96660
train__801__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__801__obj001__corrosion.png,train,corrosion,801.jpg,801,801.xml,801,205.jpg,205,1,2,1,1,1,0,0,3,217,391,314,3,217,391,314,388,97,37636,388,97,37636
train__801__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__801__obj002__corrosion.png,train,corrosion,801.jpg,801,801.xml,801,205.jpg,205,2,2,1,1,1,0,0,405,269,900,428,405,269,900,428,495,159,78705,495,159,78705
train__808__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__808__obj001__corrosion.png,train,corrosion,808.jpg,808,808.xml,808,218.jpg,218,1,2,1,1,1,0,0,5,436,377,492,5,436,377,492,372,56,20832,372,56,20832
train__808__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__808__obj002__corrosion.png,train,corrosion,808.jpg,808,808.xml,808,218.jpg,218,2,2,1,1,1,0,0,394,441,1022,560,394,441,1022,560,628,119,74732,628,119,74732
train__814__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__814__obj001__corrosion.png,train,corrosion,814.jpg,814,814.xml,814,227.jpg,227,1,1,1,1,1,0,0,494,766,558,1020,494,766,558,1020,64,254,16256,64,254,16256
train__815__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__815__obj001__corrosion.png,train,corrosion,815.jpg,815,815.xml,815,230.jpg,230,1,2,1,1,1,0,0,234,470,342,1010,234,470,342,1010,108,540,58320,108,540,58320
train__815__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__815__obj002__corrosion.png,train,corrosion,815.jpg,815,815.xml,815,230.jpg,230,2,2,1,1,1,0,0,311,14,430,460,311,14,430,460,119,446,53074,119,446,53074
train__822__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__822__obj001__corrosion.png,train,corrosion,822.jpg,822,822.xml,822,239.jpg,239,1,2,1,1,1,0,0,5,461,509,570,5,461,509,570,504,109,54936,504,109,54936
train__822__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__822__obj002__corrosion.png,train,corrosion,822.jpg,822,822.xml,822,239.jpg,239,2,2,1,1,1,0,0,530,441,1022,510,530,441,1022,510,492,69,33948,492,69,33948
train__833__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__833__obj001__corrosion.png,train,corrosion,833.jpg,833,833.xml,833,265.jpg,265,1,2,1,1,1,0,0,23,424,737,511,23,424,737,511,714,87,62118,714,87,62118
train__833__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__833__obj002__corrosion.png,train,corrosion,833.jpg,833,833.xml,833,265.jpg,265,2,2,1,1,1,0,0,836,438,986,481,836,438,986,481,150,43,6450,150,43,6450
train__836__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__836__obj001__corrosion.png,train,corrosion,836.jpg,836,836.xml,836,278.jpg,278,1,2,1,1,1,0,0,200,47,516,513,200,47,516,513,316,466,147256,316,466,147256
train__836__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__836__obj002__corrosion.png,train,corrosion,836.jpg,836,836.xml,836,278.jpg,278,2,2,1,1,1,0,0,527,430,852,955,527,430,852,955,325,525,170625,325,525,170625
train__845__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__845__obj001__corrosion.png,train,corrosion,845.jpg,845,845.xml,845,298.jpg,298,1,2,1,1,1,0,0,461,533,644,1017,461,533,644,1017,183,484,88572,183,484,88572
train__845__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__845__obj002__corrosion.png,train,corrosion,845.jpg,845,845.xml,845,298.jpg,298,2,2,1,1,1,0,0,480,13,659,520,480,13,659,520,179,507,90753,179,507,90753
train__850__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__850__obj001__corrosion.png,train,corrosion,850.jpg,850,850.xml,850,307.jpg,307,1,2,1,1,1,0,0,459,528,653,1010,459,528,653,1010,194,482,93508,194,482,93508
train__850__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__850__obj002__corrosion.png,train,corrosion,850.jpg,850,850.xml,850,307.jpg,307,2,2,1,1,1,0,0,489,20,658,513,489,20,658,513,169,493,83317,169,493,83317
train__852__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__852__obj001__corrosion.png,train,corrosion,852.jpg,852,852.xml,852,313.jpg,313,1,2,1,1,1,0,0,159,324,528,428,159,324,528,428,369,104,38376,369,104,38376
train__852__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__852__obj002__corrosion.png,train,corrosion,852.jpg,852,852.xml,852,313.jpg,313,2,2,1,1,1,0,0,542,270,908,374,542,270,908,374,366,104,38064,366,104,38064
train__858__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__858__obj001__corrosion.png,train,corrosion,858.jpg,858,858.xml,858,322.jpg,322,1,1,1,1,1,0,0,402,30,656,989,402,30,656,989,254,959,243586,254,959,243586
train__870__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__870__obj001__corrosion.png,train,corrosion,870.jpg,870,870.xml,870,35.jpg,35,1,2,1,1,1,0,0,44,5,472,492,44,5,472,492,428,487,208436,428,487,208436
train__870__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__870__obj002__corrosion.png,train,corrosion,870.jpg,870,870.xml,870,35.jpg,35,2,2,1,1,1,0,0,119,505,745,1014,119,505,745,1014,626,509,318634,626,509,318634
train__878__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__878__obj001__corrosion.png,train,corrosion,878.jpg,878,878.xml,878,878.jpg,878,1,1,1,0,1,0,0,256,45,394,952,256,45,394,952,138,907,125166,138,907,125166
train__899__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__899__obj001__corrosion.png,train,corrosion,899.jpg,899,899.xml,899,405.jpg,405,1,1,1,1,1,0,0,511,13,830,1016,511,13,830,1016,319,1003,319957,319,1003,319957
train__902__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__902__obj001__corrosion.png,train,corrosion,902.jpg,902,902.xml,902,411.jpg,411,1,2,1,1,1,0,0,28,439,423,486,28,439,423,486,395,47,18565,395,47,18565
train__902__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__902__obj002__corrosion.png,train,corrosion,902.jpg,902,902.xml,902,411.jpg,411,2,2,1,1,1,0,0,441,445,991,553,441,445,991,553,550,108,59400,550,108,59400
train__915__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__915__obj001__corrosion.png,train,corrosion,915.jpg,915,915.xml,915,451.jpg,451,1,1,1,1,1,0,0,3,424,980,513,3,424,980,513,977,89,86953,977,89,86953
train__932__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__932__obj001__corrosion.png,train,corrosion,932.jpg,932,932.xml,932,932.jpg,932,1,1,1,0,1,0,0,8,294,1017,678,8,294,1017,678,1009,384,387456,1009,384,387456
train__937__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__937__obj001__corrosion.png,train,corrosion,937.jpg,937,937.xml,937,505.jpg,505,1,1,1,1,1,0,0,6,200,1012,616,6,200,1012,616,1006,416,418496,1006,416,418496
train__938__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__938__obj001__corrosion.png,train,corrosion,938.jpg,938,938.xml,938,509.jpg,509,1,1,1,1,1,0,0,6,645,1009,867,6,645,1009,867,1003,222,222666,1003,222,222666
train__942__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__942__obj001__corrosion.png,train,corrosion,942.jpg,942,942.xml,942,516.jpg,516,1,1,1,1,1,0,0,9,158,1020,633,9,158,1020,633,1011,475,480225,1011,475,480225
train__95__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__95__obj001__corrosion.png,train,corrosion,95.jpg,95,95.xml,95,95.jpg,95,1,3,2,0,1,0,0,241,530,323,1011,241,530,323,1011,82,481,39442,82,481,39442
train__95__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__95__obj002__corrosion.png,train,corrosion,95.jpg,95,95.xml,95,95.jpg,95,2,3,2,0,1,0,0,295,13,423,516,295,13,423,516,128,503,64384,128,503,64384
train__951__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__951__obj001__corrosion.png,train,corrosion,951.jpg,951,951.xml,951,540.jpg,540,1,1,1,1,1,0,0,191,13,383,731,191,13,383,731,192,718,137856,192,718,137856
train__968__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__968__obj001__corrosion.png,train,corrosion,968.jpg,968,968.xml,968,968.jpg,968,1,1,1,0,1,0,0,364,10,692,1019,364,10,692,1019,328,1009,330952,328,1009,330952
train__972__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__972__obj001__corrosion.png,train,corrosion,972.jpg,972,972.xml,972,588.jpg,588,1,1,1,1,1,0,0,8,122,1019,417,8,122,1019,417,1011,295,298245,1011,295,298245
train__977__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__977__obj001__corrosion.png,train,corrosion,977.jpg,977,977.xml,977,598.jpg,598,1,2,1,1,1,0,0,470,24,547,603,470,24,547,603,77,579,44583,77,579,44583
train__977__obj002__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__977__obj002__corrosion.png,train,corrosion,977.jpg,977,977.xml,977,598.jpg,598,2,2,1,1,1,0,0,483,772,558,1017,483,772,558,1017,75,245,18375,75,245,18375
train__998__obj001__corrosion.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/corrosion/train__998__obj001__corrosion.png,train,corrosion,998.jpg,998,998.xml,998,998.jpg,998,1,1,1,0,1,0,0,369,442,494,992,369,442,494,992,125,550,68750,125,550,68750
train__104__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__104__obj001__crack.png,train,crack,104.jpg,104,104.xml,104,104.jpg,104,1,1,1,0,1,0,0,406,419,697,663,406,419,697,663,291,244,71004,291,244,71004
train__1050__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__1050__obj001__crack.png,train,crack,1050.jpg,1050,1050.xml,1050,735.jpg,735,1,1,1,1,1,0,0,316,14,644,405,316,14,644,405,328,391,128248,328,391,128248
train__1054__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__1054__obj001__crack.png,train,crack,1054.jpg,1054,1054.xml,1054,78.jpg,78,1,1,1,1,1,0,0,527,169,670,761,527,169,670,761,143,592,84656,143,592,84656
train__1057__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__1057__obj001__crack.png,train,crack,1057.jpg,1057,1057.xml,1057,85.jpg,85,1,1,1,1,1,0,0,484,166,542,220,484,166,542,220,58,54,3132,58,54,3132
train__107__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__107__obj001__crack.png,train,crack,107.jpg,107,107.xml,107,107.jpg,107,1,2,1,0,1,0,0,356,99,397,310,356,99,397,310,41,211,8651,41,211,8651
train__107__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__107__obj002__crack.png,train,crack,107.jpg,107,107.xml,107,107.jpg,107,2,2,1,0,1,0,0,472,124,517,353,472,124,517,353,45,229,10305,45,229,10305
train__12__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__12__obj001__crack.png,train,crack,12.jpg,12,12.xml,12,12.jpg,12,1,1,1,0,1,0,0,355,1,486,727,355,1,486,727,131,726,95106,131,726,95106
train__130__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__130__obj001__crack.png,train,crack,130.jpg,130,130.xml,130,130.jpg,130,1,2,1,0,1,0,0,100,233,170,583,100,233,170,583,70,350,24500,70,350,24500
train__130__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__130__obj002__crack.png,train,crack,130.jpg,130,130.xml,130,130.jpg,130,2,2,1,0,1,0,0,420,8,697,469,420,8,697,469,277,461,127697,277,461,127697
train__133__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__133__obj001__crack.png,train,crack,133.jpg,133,133.xml,133,133.jpg,133,1,1,1,0,1,0,0,420,50,555,630,420,50,555,630,135,580,78300,135,580,78300
train__134__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__134__obj001__crack.png,train,crack,134.jpg,134,134.xml,134,134.jpg,134,1,1,1,0,1,0,0,472,252,633,420,472,252,633,420,161,168,27048,161,168,27048
train__136__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__136__obj001__crack.png,train,crack,136.jpg,136,136.xml,136,136.jpg,136,1,1,1,0,1,0,0,689,569,997,906,689,569,997,906,308,337,103796,308,337,103796
train__137__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__137__obj001__crack.png,train,crack,137.jpg,137,137.xml,137,137.jpg,137,1,1,1,0,1,0,0,567,42,798,406,567,42,798,406,231,364,84084,231,364,84084
train__152__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__152__obj001__crack.png,train,crack,152.jpg,152,152.xml,152,152.jpg,152,1,2,1,0,1,0,0,477,261,605,519,477,261,605,519,128,258,33024,128,258,33024
train__152__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__152__obj002__crack.png,train,crack,152.jpg,152,152.xml,152,152.jpg,152,2,2,1,0,1,0,0,706,381,752,597,706,381,752,597,46,216,9936,46,216,9936
train__157__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__157__obj001__crack.png,train,crack,157.jpg,157,157.xml,157,157.jpg,157,1,1,1,0,1,0,0,436,278,505,749,436,278,505,749,69,471,32499,69,471,32499
train__159__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__159__obj001__crack.png,train,crack,159.jpg,159,159.xml,159,159.jpg,159,1,1,1,0,1,0,0,528,149,603,435,528,149,603,435,75,286,21450,75,286,21450
train__164__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__164__obj001__crack.png,train,crack,164.jpg,164,164.xml,164,164.jpg,164,1,1,1,0,1,0,0,386,413,689,691,386,413,689,691,303,278,84234,303,278,84234
train__168__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__168__obj001__crack.png,train,crack,168.jpg,168,168.xml,168,168.jpg,168,1,1,1,0,1,0,0,391,414,694,685,391,414,694,685,303,271,82113,303,271,82113
train__174__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__174__obj001__crack.png,train,crack,174.jpg,174,174.xml,174,174.jpg,174,1,1,1,0,1,0,0,389,181,583,747,389,181,583,747,194,566,109804,194,566,109804
train__176__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__176__obj001__crack.png,train,crack,176.jpg,176,176.xml,176,176.jpg,176,1,2,1,0,1,0,0,347,103,406,286,347,103,406,286,59,183,10797,59,183,10797
train__176__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__176__obj002__crack.png,train,crack,176.jpg,176,176.xml,176,176.jpg,176,2,2,1,0,1,0,0,464,125,522,335,464,125,522,335,58,210,12180,58,210,12180
train__179__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__179__obj001__crack.png,train,crack,179.jpg,179,179.xml,179,179.jpg,179,1,1,1,0,1,0,0,422,142,508,391,422,142,508,391,86,249,21414,86,249,21414
train__183__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__183__obj001__crack.png,train,crack,183.jpg,183,183.xml,183,183.jpg,183,1,2,1,0,1,0,0,344,180,462,402,344,180,462,402,118,222,26196,118,222,26196
train__183__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__183__obj002__crack.png,train,crack,183.jpg,183,183.xml,183,183.jpg,183,2,2,1,0,1,0,0,527,14,619,324,527,14,619,324,92,310,28520,92,310,28520
train__188__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__188__obj001__crack.png,train,crack,188.jpg,188,188.xml,188,188.jpg,188,1,2,1,0,1,0,0,272,392,316,592,272,392,316,592,44,200,8800,44,200,8800
train__188__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__188__obj002__crack.png,train,crack,188.jpg,188,188.xml,188,188.jpg,188,2,2,1,0,1,0,0,430,253,566,547,430,253,566,547,136,294,39984,136,294,39984
train__199__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__199__obj001__crack.png,train,crack,199.jpg,199,199.xml,199,199.jpg,199,1,1,1,0,1,0,0,523,286,625,974,523,286,625,974,102,688,70176,102,688,70176
train__201__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__201__obj001__crack.png,train,crack,201.jpg,201,201.xml,201,201.jpg,201,1,2,1,0,1,0,0,356,99,394,308,356,99,394,308,38,209,7942,38,209,7942
train__201__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__201__obj002__crack.png,train,crack,201.jpg,201,201.xml,201,201.jpg,201,2,2,1,0,1,0,0,472,120,512,350,472,120,512,350,40,230,9200,40,230,9200
train__206__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__206__obj001__crack.png,train,crack,206.jpg,206,206.xml,206,206.jpg,206,1,1,1,0,1,0,0,528,274,587,747,528,274,587,747,59,473,27907,59,473,27907
train__211__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__211__obj001__crack.png,train,crack,211.jpg,211,211.xml,211,211.jpg,211,1,2,1,0,1,0,0,462,170,697,245,462,170,697,245,235,75,17625,235,75,17625
train__211__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__211__obj002__crack.png,train,crack,211.jpg,211,211.xml,211,211.jpg,211,2,2,1,0,1,0,0,527,431,833,663,527,431,833,663,306,232,70992,306,232,70992
train__212__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__212__obj001__crack.png,train,crack,212.jpg,212,212.xml,212,212.jpg,212,1,1,1,0,1,0,0,331,399,650,720,331,399,650,720,319,321,102399,319,321,102399
train__221__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__221__obj001__crack.png,train,crack,221.jpg,221,221.xml,221,221.jpg,221,1,2,1,0,1,0,0,762,111,881,280,762,111,881,280,119,169,20111,119,169,20111
train__221__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__221__obj002__crack.png,train,crack,221.jpg,221,221.xml,221,221.jpg,221,2,2,1,0,1,0,0,898,588,1022,753,898,588,1022,753,124,165,20460,124,165,20460
train__226__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__226__obj001__crack.png,train,crack,226.jpg,226,226.xml,226,226.jpg,226,1,1,1,0,1,0,0,961,466,1024,564,961,466,1024,564,63,98,6174,63,98,6174
train__229__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__229__obj001__crack.png,train,crack,229.jpg,229,229.xml,229,229.jpg,229,1,1,1,0,1,0,0,334,30,644,411,334,30,644,411,310,381,118110,310,381,118110
train__23__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__23__obj001__crack.png,train,crack,23.jpg,23,23.xml,23,23.jpg,23,1,1,1,0,1,0,0,570,413,759,805,570,413,759,805,189,392,74088,189,392,74088
train__231__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__231__obj001__crack.png,train,crack,231.jpg,231,231.xml,231,231.jpg,231,1,1,1,0,1,0,0,628,417,867,577,628,417,867,577,239,160,38240,239,160,38240
train__26__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__26__obj001__crack.png,train,crack,26.jpg,26,26.xml,26,26.jpg,26,1,1,1,0,1,0,0,377,74,502,910,377,74,502,910,125,836,104500,125,836,104500
train__263__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__263__obj001__crack.png,train,crack,263.jpg,263,263.xml,263,263.jpg,263,1,2,1,0,1,0,0,112,200,295,305,112,200,295,305,183,105,19215,183,105,19215
train__263__obj002__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__263__obj002__crack.png,train,crack,263.jpg,263,263.xml,263,263.jpg,263,2,2,1,0,1,0,0,597,60,744,199,597,60,744,199,147,139,20433,147,139,20433
train__264__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/crack/train__264__obj001__crack.png,train,crack,264.jpg,264,264.xml,264,264.jpg,264,1,1,1,0,1,0,0,536,27,836,395,536,27,836,395,300,368,110400,300,368,110400
