xmlFileName,xmlStem,sourceImageFileName,sourceImageStem,xmlFilenameField,xmlFilenameFieldStem,isXmlFilenameMismatch,className,pose,truncated,difficult,imageWidth,imageHeight,xmin,ymin,xmax,ymax,bboxWidth,bboxHeight,bboxArea,isValidBbox
169.xml,169,169.jpg,169,169.jpg,169,0,surface_injure,Unspecified,0,0,1024,1024,462,308,592,374,130,66,8580,1
17.xml,17,17.jpg,17,17.jpg,17,0,thunderstrike,Unspecified,0,0,1024,1024,277,3,977,489,700,486,340200,1
170.xml,170,170.jpg,170,170.jpg,170,0,corrosion,Unspecified,1,0,1024,1024,1,1,442,422,441,421,185661,1
170.xml,170,170.jpg,170,170.jpg,170,0,corrosion,Unspecified,0,0,1024,1024,455,272,748,661,293,389,113977,1
170.xml,170,170.jpg,170,170.jpg,170,0,corrosion,Unspecified,0,0,1024,1024,753,505,1023,863,270,358,96660,1
171.xml,171,171.jpg,171,171.jpg,171,0,hide_craze,Unspecified,0,0,1024,1024,58,475,186,1011,128,536,68608,1
171.xml,171,171.jpg,171,171.jpg,171,0,hide_craze,Unspecified,0,0,1024,1024,176,94,336,484,160,390,62400,1
172.xml,172,172.jpg,172,172.jpg,172,0,craze,Unspecified,0,0,1024,1024,294,260,731,545,437,285,124545,1
172.xml,172,172.jpg,172,172.jpg,172,0,craze,Unspecified,0,0,1024,1024,756,570,1006,778,250,208,52000,1
173.xml,173,173.jpg,173,173.jpg,173,0,craze,Unspecified,0,0,1024,1024,94,635,1000,835,906,200,181200,1
174.xml,174,174.jpg,174,174.jpg,174,0,crack,Unspecified,0,0,1024,1024,389,181,583,747,194,566,109804,1
175.xml,175,175.jpg,175,175.jpg,175,0,craze,Unspecified,1,0,1024,1024,1,2,242,197,241,195,46995,1
175.xml,175,175.jpg,175,175.jpg,175,0,craze,Unspecified,0,0,1024,1024,259,203,592,550,333,347,115551,1
175.xml,175,175.jpg,175,175.jpg,175,0,craze,Unspecified,0,0,1024,1024,612,495,983,864,371,369,136899,1
176.xml,176,176.jpg,176,176.jpg,176,0,crack,Unspecified,0,0,1024,1024,347,103,406,286,59,183,10797,1
176.xml,176,176.jpg,176,176.jpg,176,0,crack,Unspecified,0,0,1024,1024,464,125,522,335,58,210,12180,1
177.xml,177,177.jpg,177,177.jpg,177,0,craze,Unspecified,0,0,1024,1024,36,392,647,510,611,118,72098,1
178.xml,178,178.jpg,178,178.jpg,178,0,surface_injure,Unspecified,0,0,1024,1024,433,5,578,766,145,761,110345,1
178.xml,178,178.jpg,178,178.jpg,178,0,surface_injure,Unspecified,0,0,1024,1024,522,695,606,919,84,224,18816,1
178.xml,178,178.jpg,178,178.jpg,178,0,surface_injure,Unspecified,0,0,1024,1024,600,469,742,744,142,275,39050,1
179.xml,179,179.jpg,179,179.jpg,179,0,crack,Unspecified,0,0,1024,1024,422,142,508,391,86,249,21414,1
18.xml,18,18.jpg,18,18.jpg,18,0,craze,Unspecified,0,0,1024,1024,127,385,1009,722,882,337,297234,1
180.xml,180,180.jpg,180,180.jpg,180,0,craze,Unspecified,0,0,1024,1024,287,444,550,928,263,484,127292,1
181.xml,181,181.jpg,181,181.jpg,181,0,craze,Unspecified,0,0,1024,1024,8,480,1020,714,1012,234,236808,1
182.xml,182,182.jpg,182,182.jpg,182,0,crack,Unspecified,0,0,1024,1024,391,17,512,731,121,714,86394,1
183.xml,183,183.jpg,183,183.jpg,183,0,crack,Unspecified,0,0,1024,1024,344,180,462,402,118,222,26196,1
183.xml,183,183.jpg,183,183.jpg,183,0,crack,Unspecified,0,0,1024,1024,527,14,619,324,92,310,28520,1
184.xml,184,184.jpg,184,184.jpg,184,0,craze,Unspecified,0,0,1024,1024,73,174,292,281,219,107,23433,1
184.xml,184,184.jpg,184,184.jpg,184,0,craze,Unspecified,0,0,1024,1024,511,25,962,542,451,517,233167,1
185.xml,185,185.jpg,185,185.jpg,185,0,hide_craze,Unspecified,0,0,1024,1024,122,474,314,497,192,23,4416,1
185.xml,185,185.jpg,185,185.jpg,185,0,hide_craze,Unspecified,0,0,1024,1024,398,474,750,502,352,28,9856,1
186.xml,186,186.jpg,186,186.jpg,186,0,thunderstrike,Unspecified,0,0,1024,1024,94,345,870,844,776,499,387224,1
187.xml,187,187.jpg,187,187.jpg,187,0,crack,Unspecified,0,0,1024,1024,119,186,305,311,186,125,23250,1
187.xml,187,187.jpg,187,187.jpg,187,0,crack,Unspecified,0,0,1024,1024,595,53,761,200,166,147,24402,1
188.xml,188,188.jpg,188,188.jpg,188,0,crack,Unspecified,0,0,1024,1024,272,392,316,592,44,200,8800,1
188.xml,188,188.jpg,188,188.jpg,188,0,crack,Unspecified,0,0,1024,1024,430,253,566,547,136,294,39984,1
189.xml,189,189.jpg,189,189.jpg,189,0,craze,Unspecified,0,0,1024,1024,286,249,709,552,423,303,128169,1
19.xml,19,19.jpg,19,19.jpg,19,0,surface_injure,Unspecified,0,0,1024,1024,205,663,894,999,689,336,231504,1
19.xml,19,19.jpg,19,19.jpg,19,0,surface_injure,Unspecified,0,0,1024,1024,311,122,369,208,58,86,4988,1
190.xml,190,190.jpg,190,190.jpg,190,0,surface_injure,Unspecified,0,0,1024,1024,219,522,595,908,376,386,145136,1
191.xml,191,191.jpg,191,191.jpg,191,0,thunderstrike,Unspecified,0,0,1024,1024,505,145,842,903,337,758,255446,1
192.xml,192,192.jpg,192,192.jpg,192,0,hide_craze,Unspecified,0,0,1024,1024,539,517,600,539,61,22,1342,1
192.xml,192,192.jpg,192,192.jpg,192,0,hide_craze,Unspecified,0,0,1024,1024,616,493,989,543,373,50,18650,1
192.xml,192,192.jpg,192,192.jpg,192,0,surface_injure,Unspecified,0,0,1024,1024,328,550,377,600,49,50,2450,1
193.xml,193,193.jpg,193,193.jpg,193,0,craze,Unspecified,0,0,1024,1024,581,299,759,477,178,178,31684,1
194.xml,194,194.jpg,194,194.jpg,194,0,thunderstrike,Unspecified,0,0,1024,1024,708,102,761,167,53,65,3445,1
194.xml,194,194.jpg,194,194.jpg,194,0,thunderstrike,Unspecified,0,0,1024,1024,773,300,898,406,125,106,13250,1
195.xml,195,195.jpg,195,195.jpg,195,0,craze,Unspecified,0,0,1024,1024,227,319,584,410,357,91,32487,1
196.xml,196,196.jpg,196,196.jpg,196,0,surface_injure,Unspecified,0,0,1024,1024,12,403,220,724,208,321,66768,1
196.xml,196,196.jpg,196,196.jpg,196,0,surface_injure,Unspecified,0,0,1024,1024,242,338,608,538,366,200,73200,1
197.xml,197,197.jpg,197,197.jpg,197,0,craze,Unspecified,0,0,1024,1024,219,342,1011,694,792,352,278784,1
198.xml,198,198.jpg,198,198.jpg,198,0,craze,Unspecified,0,0,1024,1024,387,60,998,922,611,862,526682,1
198.xml,198,198.jpg,198,198.jpg,198,0,hide_craze,Unspecified,0,0,1024,1024,84,378,366,438,282,60,16920,1
199.xml,199,199.jpg,199,199.jpg,199,0,crack,Unspecified,0,0,1024,1024,523,286,625,974,102,688,70176,1
2.xml,2,2.jpg,2,2.jpg,2,0,surface_injure,Unspecified,0,0,1024,1024,500,144,594,220,94,76,7144,1
20.xml,20,20.jpg,20,20.jpg,20,0,craze,Unspecified,0,0,1024,1024,423,561,786,716,363,155,56265,1
200.xml,200,200.jpg,200,200.jpg,200,0,surface_injure,Unspecified,0,0,1024,1024,253,292,333,347,80,55,4400,1
200.xml,200,200.jpg,200,200.jpg,200,0,surface_injure,Unspecified,0,0,1024,1024,275,470,344,517,69,47,3243,1
201.xml,201,201.jpg,201,201.jpg,201,0,crack,Unspecified,0,0,1024,1024,356,99,394,308,38,209,7942,1
201.xml,201,201.jpg,201,201.jpg,201,0,crack,Unspecified,0,0,1024,1024,472,120,512,350,40,230,9200,1
202.xml,202,202.jpg,202,202.jpg,202,0,surface_injure,Unspecified,0,0,1024,1024,608,505,736,635,128,130,16640,1
202.xml,202,202.jpg,202,202.jpg,202,0,surface_injure,Unspecified,0,0,1024,1024,877,544,1020,645,143,101,14443,1
203.xml,203,203.jpg,203,203.jpg,203,0,crack,Unspecified,0,0,1024,1024,284,66,433,200,149,134,19966,1
203.xml,203,203.jpg,203,203.jpg,203,0,crack,Unspecified,0,0,1024,1024,742,202,897,300,155,98,15190,1
204.xml,204,204.jpg,204,204.jpg,204,0,thunderstrike,Unspecified,0,0,1024,1024,703,113,806,156,103,43,4429,1
205.xml,205,205.jpg,205,205.jpg,205,0,corrosion,Unspecified,0,0,1024,1024,3,217,391,314,388,97,37636,1
205.xml,205,205.jpg,205,205.jpg,205,0,corrosion,Unspecified,0,0,1024,1024,405,269,900,428,495,159,78705,1
205.xml,205,205.jpg,205,205.jpg,205,0,thunderstrike,Unspecified,0,0,1024,1024,836,594,889,708,53,114,6042,1
206.xml,206,206.jpg,206,206.jpg,206,0,crack,Unspecified,0,0,1024,1024,528,274,587,747,59,473,27907,1
207.xml,207,207.jpg,207,207.jpg,207,0,corrosion,Unspecified,0,0,1024,1024,369,688,714,910,345,222,76590,1
207.xml,207,207.jpg,207,207.jpg,207,0,corrosion,Unspecified,0,0,1024,1024,631,49,861,658,230,609,140070,1
208.xml,208,208.jpg,208,208.jpg,208,0,surface_injure,Unspecified,0,0,1024,1024,502,524,845,747,343,223,76489,1
209.xml,209,209.jpg,209,209.jpg,209,0,hide_craze,Unspecified,0,0,1024,1024,25,372,473,436,448,64,28672,1
21.xml,21,21.jpg,21,21.jpg,21,0,craze,Unspecified,0,0,1024,1024,547,417,655,775,108,358,38664,1
210.xml,210,210.jpg,210,210.jpg,210,0,surface_injure,Unspecified,0,0,1024,1024,605,506,736,633,131,127,16637,1
210.xml,210,210.jpg,210,210.jpg,210,0,surface_injure,Unspecified,0,0,1024,1024,878,545,1009,645,131,100,13100,1
211.xml,211,211.jpg,211,211.jpg,211,0,crack,Unspecified,0,0,1024,1024,462,170,697,245,235,75,17625,1
211.xml,211,211.jpg,211,211.jpg,211,0,crack,Unspecified,0,0,1024,1024,527,431,833,663,306,232,70992,1
212.xml,212,212.jpg,212,212.jpg,212,0,crack,Unspecified,0,0,1024,1024,331,399,650,720,319,321,102399,1
213.xml,213,213.jpg,213,213.jpg,213,0,craze,Unspecified,1,0,1024,1024,11,661,686,1024,675,363,245025,1
214.xml,214,214.jpg,214,214.jpg,214,0,craze,Unspecified,0,0,1024,1024,72,400,942,886,870,486,422820,1
215.xml,215,215.jpg,215,215.jpg,215,0,craze,Unspecified,0,0,1024,1024,584,725,998,825,414,100,41400,1
216.xml,216,216.jpg,216,216.jpg,216,0,crack,Unspecified,0,0,1024,1024,478,111,556,175,78,64,4992,1
217.xml,217,217.jpg,217,217.jpg,217,0,surface_injure,Unspecified,0,0,1024,1024,834,514,891,713,57,199,11343,1
218.xml,218,218.jpg,218,218.jpg,218,0,corrosion,Unspecified,0,0,1024,1024,5,436,377,492,372,56,20832,1
218.xml,218,218.jpg,218,218.jpg,218,0,corrosion,Unspecified,0,0,1024,1024,394,441,1022,560,628,119,74732,1
219.xml,219,219.jpg,219,219.jpg,219,0,craze,Unspecified,0,0,1024,1024,5,242,117,438,112,196,21952,1
219.xml,219,219.jpg,219,219.jpg,219,0,craze,Unspecified,0,0,1024,1024,269,267,447,542,178,275,48950,1
219.xml,219,219.jpg,219,219.jpg,219,0,craze,Unspecified,0,0,1024,1024,506,147,1014,877,508,730,370840,1
22.xml,22,22.jpg,22,22.jpg,22,0,surface_injure,Unspecified,0,0,1024,1024,47,130,895,660,848,530,449440,1
220.xml,220,220.jpg,220,220.jpg,220,0,hide_craze,Unspecified,0,0,1024,1024,253,524,531,874,278,350,97300,1
220.xml,220,220.jpg,220,220.jpg,220,0,hide_craze,Unspecified,0,0,1024,1024,545,116,711,527,166,411,68226,1
221.xml,221,221.jpg,221,221.jpg,221,0,crack,Unspecified,0,0,1024,1024,762,111,881,280,119,169,20111,1
221.xml,221,221.jpg,221,221.jpg,221,0,crack,Unspecified,0,0,1024,1024,898,588,1022,753,124,165,20460,1
222.xml,222,222.jpg,222,222.jpg,222,0,surface_injure,Unspecified,0,0,1024,1024,459,566,703,831,244,265,64660,1
222.xml,222,222.jpg,222,222.jpg,222,0,surface_injure,Unspecified,0,0,1024,1024,483,139,556,289,73,150,10950,1
223.xml,223,223.jpg,223,223.jpg,223,0,thunderstrike,Unspecified,0,0,1024,1024,394,458,573,728,179,270,48330,1
224.xml,224,224.jpg,224,224.jpg,224,0,hide_craze,Unspecified,0,0,1024,1024,12,660,845,930,833,270,224910,1
225.xml,225,225.jpg,225,225.jpg,225,0,crack,Unspecified,1,0,1024,1024,372,1,497,364,125,363,45375,1
226.xml,226,226.jpg,226,226.jpg,226,0,crack,Unspecified,1,0,1024,1024,961,466,1024,564,63,98,6174,1
227.xml,227,227.jpg,227,227.jpg,227,0,corrosion,Unspecified,0,0,1024,1024,494,766,558,1020,64,254,16256,1
228.xml,228,228.jpg,228,228.jpg,228,0,hide_craze,Unspecified,0,0,1024,1024,312,320,389,399,77,79,6083,1
228.xml,228,228.jpg,228,228.jpg,228,0,hide_craze,Unspecified,0,0,1024,1024,527,519,653,627,126,108,13608,1
229.xml,229,229.jpg,229,229.jpg,229,0,crack,Unspecified,0,0,1024,1024,334,30,644,411,310,381,118110,1
23.xml,23,23.jpg,23,23.jpg,23,0,crack,Unspecified,0,0,1024,1024,570,413,759,805,189,392,74088,1
230.xml,230,230.jpg,230,230.jpg,230,0,corrosion,Unspecified,0,0,1024,1024,234,470,342,1010,108,540,58320,1
230.xml,230,230.jpg,230,230.jpg,230,0,corrosion,Unspecified,0,0,1024,1024,311,14,430,460,119,446,53074,1
231.xml,231,231.jpg,231,231.jpg,231,0,crack,Unspecified,0,0,1024,1024,628,417,867,577,239,160,38240,1
232.xml,232,232.jpg,232,232.jpg,232,0,thunderstrike,Unspecified,0,0,1024,1024,675,280,787,322,112,42,4704,1
233.xml,233,233.jpg,233,233.jpg,233,0,crack,Unspecified,0,0,1024,1024,252,338,314,561,62,223,13826,1
233.xml,233,233.jpg,233,233.jpg,233,0,crack,Unspecified,0,0,1024,1024,452,195,623,492,171,297,50787,1
234.xml,234,234.jpg,234,234.jpg,234,0,hide_craze,Unspecified,0,0,1024,1024,200,95,372,466,172,371,63812,1
234.xml,234,234.jpg,234,234.jpg,234,0,hide_craze,Unspecified,0,0,1024,1024,394,161,648,377,254,216,54864,1
234.xml,234,234.jpg,234,234.jpg,234,0,hide_craze,Unspecified,0,0,1024,1024,512,667,675,822,163,155,25265,1
234.xml,234,234.jpg,234,234.jpg,234,0,hide_craze,Unspecified,0,0,1024,1024,521,354,770,486,249,132,32868,1
234.xml,234,234.jpg,234,234.jpg,234,0,surface_injure,Unspecified,0,0,1024,1024,370,414,545,631,175,217,37975,1
235.xml,235,235.jpg,235,235.jpg,235,0,craze,Unspecified,0,0,1024,1024,191,183,673,591,482,408,196656,1
236.xml,236,236.jpg,236,236.jpg,236,0,craze,Unspecified,0,0,1024,1024,122,203,287,294,165,91,15015,1
236.xml,236,236.jpg,236,236.jpg,236,0,craze,Unspecified,0,0,1024,1024,756,642,900,749,144,107,15408,1
237.xml,237,237.jpg,237,237.jpg,237,0,hide_craze,Unspecified,0,0,1024,1024,359,444,664,492,305,48,14640,1
237.xml,237,237.jpg,237,237.jpg,237,0,surface_injure,Unspecified,0,0,1024,1024,216,491,252,533,36,42,1512,1
238.xml,238,238.jpg,238,238.jpg,238,0,crack,Unspecified,0,0,1024,1024,106,172,294,316,188,144,27072,1
238.xml,238,238.jpg,238,238.jpg,238,0,crack,Unspecified,0,0,1024,1024,578,49,767,206,189,157,29673,1
239.xml,239,239.jpg,239,239.jpg,239,0,corrosion,Unspecified,0,0,1024,1024,5,461,509,570,504,109,54936,1
239.xml,239,239.jpg,239,239.jpg,239,0,corrosion,Unspecified,0,0,1024,1024,530,441,1022,510,492,69,33948,1
24.xml,24,24.jpg,24,24.jpg,24,0,craze,Unspecified,0,0,1024,1024,366,360,602,613,236,253,59708,1
240.xml,240,240.jpg,240,240.jpg,240,0,hide_craze,Unspecified,0,0,1024,1024,6,708,173,889,167,181,30227,1
240.xml,240,240.jpg,240,240.jpg,240,0,hide_craze,Unspecified,0,0,1024,1024,314,472,358,703,44,231,10164,1
240.xml,240,240.jpg,240,240.jpg,240,0,hide_craze,Unspecified,0,0,1024,1024,511,610,1016,666,505,56,28280,1
240.xml,240,240.jpg,240,240.jpg,240,0,hide_craze,Unspecified,0,0,1024,1024,539,664,580,853,41,189,7749,1
241.xml,241,241.jpg,241,241.jpg,241,0,hide_craze,Unspecified,0,0,1024,1024,614,813,797,852,183,39,7137,1
242.xml,242,242.jpg,242,242.jpg,242,0,craze,Unspecified,0,0,1024,1024,37,155,580,411,543,256,139008,1
242.xml,242,242.jpg,242,242.jpg,242,0,craze,Unspecified,0,0,1024,1024,619,328,997,628,378,300,113400,1
243.xml,243,243.jpg,243,243.jpg,243,0,craze,Unspecified,0,0,1024,1024,542,402,653,780,111,378,41958,1
244.xml,244,244.jpg,244,244.jpg,244,0,hide_craze,Unspecified,0,0,1024,1024,725,411,866,472,141,61,8601,1
245.xml,245,245.jpg,245,245.jpg,245,0,surface_injure,Unspecified,0,0,1024,1024,12,431,222,739,210,308,64680,1
245.xml,245,245.jpg,245,245.jpg,245,0,surface_injure,Unspecified,0,0,1024,1024,248,342,598,550,350,208,72800,1
246.xml,246,246.jpg,246,246.jpg,246,0,surface_injure,Unspecified,0,0,1024,1024,587,772,662,833,75,61,4575,1
247.xml,247,247.jpg,247,247.jpg,247,0,surface_injure,Unspecified,0,0,1024,1024,266,824,758,980,492,156,76752,1
248.xml,248,248.jpg,248,248.jpg,248,0,corrosion,Unspecified,0,0,1024,1024,327,60,650,594,323,534,172482,1
248.xml,248,248.jpg,248,248.jpg,248,0,corrosion,Unspecified,0,0,1024,1024,464,604,795,1010,331,406,134386,1
249.xml,249,249.jpg,249,249.jpg,249,0,surface_injure,Unspecified,0,0,1024,1024,8,403,244,728,236,325,76700,1
249.xml,249,249.jpg,249,249.jpg,249,0,surface_injure,Unspecified,0,0,1024,1024,262,341,603,535,341,194,66154,1
25.xml,25,25.jpg,25,25.jpg,25,0,hide_craze,Unspecified,0,0,1024,1024,356,3,459,1013,103,1010,104030,1
250.xml,250,250.jpg,250,250.jpg,250,0,crack,Unspecified,0,0,1024,1024,678,286,819,530,141,244,34404,1
251.xml,251,251.jpg,251,251.jpg,251,0,craze,Unspecified,0,0,1024,1024,28,553,403,860,375,307,115125,1
251.xml,251,251.jpg,251,251.jpg,251,0,craze,Unspecified,0,0,1024,1024,417,177,784,627,367,450,165150,1
251.xml,251,251.jpg,251,251.jpg,251,0,craze,Unspecified,0,0,1024,1024,780,10,1023,161,243,151,36693,1
252.xml,252,252.jpg,252,252.jpg,252,0,crack,Unspecified,0,0,1024,1024,469,105,561,174,92,69,6348,1
253.xml,253,253.jpg,253,253.jpg,253,0,craze,Unspecified,0,0,1024,1024,520,395,662,758,142,363,51546,1
254.xml,254,254.jpg,254,254.jpg,254,0,hide_craze,Unspecified,0,0,1024,1024,330,424,594,480,264,56,14784,1
255.xml,255,255.jpg,255,255.jpg,255,0,surface_injure,Unspecified,0,0,1024,1024,228,688,295,786,67,98,6566,1
255.xml,255,255.jpg,255,255.jpg,255,0,surface_injure,Unspecified,0,0,1024,1024,422,83,578,963,156,880,137280,1
256.xml,256,256.jpg,256,256.jpg,256,0,hide_craze,Unspecified,0,0,1024,1024,219,291,336,463,117,172,20124,1
256.xml,256,256.jpg,256,256.jpg,256,0,hide_craze,Unspecified,0,0,1024,1024,270,116,648,353,378,237,89586,1
256.xml,256,256.jpg,256,256.jpg,256,0,hide_craze,Unspecified,0,0,1024,1024,511,372,834,511,323,139,44897,1
256.xml,256,256.jpg,256,256.jpg,256,0,hide_craze,Unspecified,0,0,1024,1024,511,650,683,813,172,163,28036,1
256.xml,256,256.jpg,256,256.jpg,256,0,hide_craze,Unspecified,0,0,1024,1024,545,533,636,669,91,136,12376,1
256.xml,256,256.jpg,256,256.jpg,256,0,surface_injure,Unspecified,0,0,1024,1024,350,413,541,608,191,195,37245,1
257.xml,257,257.jpg,257,257.jpg,257,0,surface_injure,Unspecified,0,0,1024,1024,344,405,525,805,181,400,72400,1
257.xml,257,257.jpg,257,257.jpg,257,0,surface_injure,Unspecified,1,0,1024,1024,403,814,677,1024,274,210,57540,1
258.xml,258,258.jpg,258,258.jpg,258,0,craze,Unspecified,0,0,1024,1024,223,281,800,602,577,321,185217,1
259.xml,259,259.jpg,259,259.jpg,259,0,surface_injure,Unspecified,0,0,1024,1024,695,247,972,361,277,114,31578,1
26.xml,26,26.jpg,26,26.jpg,26,0,crack,Unspecified,0,0,1024,1024,377,74,502,910,125,836,104500,1
260.xml,260,260.jpg,260,260.jpg,260,0,craze,Unspecified,0,0,1024,1024,253,95,756,500,503,405,203715,1
261.xml,261,261.jpg,261,261.jpg,261,0,craze,Unspecified,0,0,1024,1024,25,450,997,649,972,199,193428,1
262.xml,262,262.jpg,262,262.jpg,262,0,hide_craze,Unspecified,0,0,1024,1024,308,16,350,1019,42,1003,42126,1
263.xml,263,263.jpg,263,263.jpg,263,0,crack,Unspecified,0,0,1024,1024,112,200,295,305,183,105,19215,1
263.xml,263,263.jpg,263,263.jpg,263,0,crack,Unspecified,0,0,1024,1024,597,60,744,199,147,139,20433,1
264.xml,264,264.jpg,264,264.jpg,264,0,crack,Unspecified,0,0,1024,1024,536,27,836,395,300,368,110400,1
265.xml,265,265.jpg,265,265.jpg,265,0,corrosion,Unspecified,0,0,1024,1024,23,424,737,511,714,87,62118,1
265.xml,265,265.jpg,265,265.jpg,265,0,corrosion,Unspecified,0,0,1024,1024,836,438,986,481,150,43,6450,1
266.xml,266,266.jpg,266,266.jpg,266,0,corrosion,Unspecified,0,0,1024,1024,202,89,367,655,165,566,93390,1
266.xml,266,266.jpg,266,266.jpg,266,0,corrosion,Unspecified,0,0,1024,1024,266,777,361,1013,95,236,22420,1
267.xml,267,267.jpg,267,267.jpg,267,0,craze,Unspecified,1,0,1024,1024,47,1,817,625,770,624,480480,1
267.xml,267,267.jpg,267,267.jpg,267,0,craze,Unspecified,0,0,1024,1024,200,653,534,881,334,228,76152,1
268.xml,268,268.jpg,268,268.jpg,268,0,hide_craze,Unspecified,0,0,1024,1024,89,463,383,506,294,43,12642,1
268.xml,268,268.jpg,268,268.jpg,268,0,hide_craze,Unspecified,0,0,1024,1024,689,355,986,422,297,67,19899,1
269.xml,269,269.jpg,269,269.jpg,269,0,crack,Unspecified,0,0,1024,1024,445,67,567,836,122,769,93818,1
27.xml,27,27.jpg,27,27.jpg,27,0,surface_injure,Unspecified,0,0,1024,1024,8,178,431,480,423,302,127746,1
27.xml,27,27.jpg,27,27.jpg,27,0,surface_injure,Unspecified,0,0,1024,1024,455,413,731,777,276,364,100464,1
27.xml,27,27.jpg,27,27.jpg,27,0,surface_injure,Unspecified,0,0,1024,1024,753,680,869,886,116,206,23896,1
270.xml,270,270.jpg,270,270.jpg,270,0,craze,Unspecified,0,0,1024,1024,273,306,637,517,364,211,76804,1
271.xml,271,271.jpg,271,271.jpg,271,0,crack,Unspecified,0,0,1024,1024,478,106,556,181,78,75,5850,1
272.xml,272,272.jpg,272,272.jpg,272,0,corrosion,Unspecified,0,0,1024,1024,8,467,503,663,495,196,97020,1
272.xml,272,272.jpg,272,272.jpg,272,0,corrosion,Unspecified,0,0,1024,1024,511,374,1017,558,506,184,93104,1
273.xml,273,273.jpg,273,273.jpg,273,0,surface_injure,Unspecified,0,0,1024,1024,273,383,370,444,97,61,5917,1
273.xml,273,273.jpg,273,273.jpg,273,0,thunderstrike,Unspecified,0,0,1024,1024,517,510,737,591,220,81,17820,1
274.xml,274,274.jpg,274,274.jpg,274,0,thunderstrike,Unspecified,0,0,1024,1024,477,491,616,739,139,248,34472,1
275.xml,275,275.jpg,275,275.jpg,275,0,crack,Unspecified,0,0,1024,1024,381,406,703,700,322,294,94668,1
276.xml,276,276.jpg,276,276.jpg,276,0,hide_craze,Unspecified,1,0,1024,1024,1,222,480,313,479,91,43589,1
276.xml,276,276.jpg,276,276.jpg,276,0,hide_craze,Unspecified,0,0,1024,1024,498,310,842,380,344,70,24080,1
277.xml,277,277.jpg,277,277.jpg,277,0,crack,Unspecified,0,0,1024,1024,262,339,306,564,44,225,9900,1
277.xml,277,277.jpg,277,277.jpg,277,0,crack,Unspecified,0,0,1024,1024,456,199,620,483,164,284,46576,1
278.xml,278,278.jpg,278,278.jpg,278,0,corrosion,Unspecified,0,0,1024,1024,200,47,516,513,316,466,147256,1
278.xml,278,278.jpg,278,278.jpg,278,0,corrosion,Unspecified,0,0,1024,1024,527,430,852,955,325,525,170625,1
279.xml,279,279.jpg,279,279.jpg,279,0,hide_craze,Unspecified,0,0,1024,1024,12,458,978,566,966,108,104328,1
28.xml,28,28.jpg,28,28.jpg,28,0,hide_craze,Unspecified,0,0,1024,1024,523,599,559,985,36,386,13896,1
280.xml,280,280.jpg,280,280.jpg,280,0,hide_craze,Unspecified,0,0,1024,1024,422,3,486,88,64,85,5440,1
281.xml,281,281.jpg,281,281.jpg,281,0,hide_craze,Unspecified,0,0,1024,1024,416,222,912,272,496,50,24800,1
281.xml,281,281.jpg,281,281.jpg,281,0,hide_craze,Unspecified,0,0,1024,1024,856,2,995,1013,139,1011,140529,1
282.xml,282,282.jpg,282,282.jpg,282,0,corrosion,Unspecified,1,0,1024,1024,1,153,302,585,301,432,130032,1
282.xml,282,282.jpg,282,282.jpg,282,0,corrosion,Unspecified,0,0,1024,1024,309,439,620,914,311,475,147725,1
282.xml,282,282.jpg,282,282.jpg,282,0,corrosion,Unspecified,0,0,1024,1024,623,510,1000,1013,377,503,189631,1
283.xml,283,283.jpg,283,283.jpg,283,0,hide_craze,Unspecified,0,0,1024,1024,48,594,486,649,438,55,24090,1
283.xml,283,283.jpg,283,283.jpg,283,0,surface_injure,Unspecified,0,0,1024,1024,652,547,705,591,53,44,2332,1
284.xml,284,284.jpg,284,284.jpg,284,0,hide_craze,Unspecified,0,0,1024,1024,695,330,755,775,60,445,26700,1
285.xml,285,285.jpg,285,285.jpg,285,0,surface_injure,Unspecified,1,0,1024,1024,664,2,1024,225,360,223,80280,1
285.xml,285,285.jpg,285,285.jpg,285,0,surface_injure,Unspecified,1,0,1024,1024,998,664,1024,988,26,324,8424,1
286.xml,286,286.jpg,286,286.jpg,286,0,hide_craze,Unspecified,0,0,1024,1024,8,410,787,605,779,195,151905,1
287.xml,287,287.jpg,287,287.jpg,287,0,surface_injure,Unspecified,1,0,1024,1024,1,95,336,624,335,529,177215,1
288.xml,288,288.jpg,288,288.jpg,288,0,surface_injure,Unspecified,0,0,1024,1024,283,102,634,399,351,297,104247,1
289.xml,289,289.jpg,289,289.jpg,289,0,craze,Unspecified,0,0,1024,1024,103,24,452,302,349,278,97022,1
289.xml,289,289.jpg,289,289.jpg,289,0,craze,Unspecified,0,0,1024,1024,459,263,731,541,272,278,75616,1
289.xml,289,289.jpg,289,289.jpg,289,0,craze,Unspecified,0,0,1024,1024,753,527,937,702,184,175,32200,1
29.xml,29,29.jpg,29,29.jpg,29,0,hide_craze,Unspecified,0,0,1024,1024,67,210,159,328,92,118,10856,1
290.xml,290,290.jpg,290,290.jpg,290,0,thunderstrike,Unspecified,0,0,1024,1024,112,853,331,977,219,124,27156,1
291.xml,291,291.jpg,291,291.jpg,291,0,corrosion,Unspecified,0,0,1024,1024,486,6,680,935,194,929,180226,1
292.xml,292,292.jpg,292,292.jpg,292,0,crack,Unspecified,0,0,1024,1024,130,349,308,675,178,326,58028,1
293.xml,293,293.jpg,293,293.jpg,293,0,hide_craze,Unspecified,0,0,1024,1024,409,489,566,630,157,141,22137,1
