cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea,trueClassIndex,predictedClassIndex,predictedClassName,predictedDecisionScore,isCorrectPrediction
test__906__obj001__crack.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/crack/test__906__obj001__crack.png,test,crack,906.jpg,906,906.xml,906,431.jpg,431,1,1,1,1,1,0,0,548,172,800,788,548,172,800,788,252,616,155232,252,616,155232,4,4,crack,0.7946912050247192,1
test__103__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__103__obj001__craze.png,test,craze,103.jpg,103,103.xml,103,103.jpg,103,1,1,1,0,1,0,0,14,383,812,683,14,383,812,683,798,300,239400,798,300,239400,0,5,hide_craze,1.8255983591079712,0
test__1030__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__1030__obj001__craze.png,test,craze,1030.jpg,1030,1030.xml,1030,701.jpg,701,1,1,1,1,1,0,0,227,253,919,1000,227,253,919,1000,692,747,516924,692,747,516924,0,0,craze,1.3774197101593018,1
test__1040__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__1040__obj001__craze.png,test,craze,1040.jpg,1040,1040.xml,1040,716.jpg,716,1,2,1,1,1,0,0,600,114,734,963,600,114,734,963,134,849,113766,134,849,113766,0,5,hide_craze,-0.08573184162378311,0
test__1040__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__1040__obj002__craze.png,test,craze,1040.jpg,1040,1040.xml,1040,716.jpg,716,2,2,1,1,1,0,0,761,360,1024,917,761,360,1024,917,263,557,146491,263,557,146491,0,0,craze,0.29531943798065186,1
test__141__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__141__obj001__craze.png,test,craze,141.jpg,141,141.xml,141,141.jpg,141,1,1,1,0,1,0,0,230,392,1000,675,230,392,1000,675,770,283,217910,770,283,217910,0,0,craze,0.512636661529541,1
test__156__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__156__obj001__craze.png,test,craze,156.jpg,156,156.xml,156,156.jpg,156,1,1,1,0,1,0,0,577,500,825,774,577,500,825,774,248,274,67952,248,274,67952,0,2,surface_injure,1.8376904726028442,0
test__166__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__166__obj001__craze.png,test,craze,166.jpg,166,166.xml,166,166.jpg,166,1,1,1,0,1,0,0,295,305,584,406,295,305,584,406,289,101,29189,289,101,29189,0,0,craze,1.0720314979553223,1
test__167__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__167__obj001__craze.png,test,craze,167.jpg,167,167.xml,167,167.jpg,167,1,2,1,0,1,0,0,181,8,341,300,181,8,341,300,160,292,46720,160,292,46720,0,5,hide_craze,0.3740464448928833,0
test__167__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__167__obj002__craze.png,test,craze,167.jpg,167,167.xml,167,167.jpg,167,2,2,1,0,1,0,0,422,14,898,800,422,14,898,800,476,786,374136,476,786,374136,0,5,hide_craze,0.504965603351593,0
test__175__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__175__obj001__craze.png,test,craze,175.jpg,175,175.xml,175,175.jpg,175,1,3,1,0,1,0,0,1,2,242,197,1,2,242,197,241,195,46995,241,195,46995,0,0,craze,2.919231653213501,1
test__175__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__175__obj002__craze.png,test,craze,175.jpg,175,175.xml,175,175.jpg,175,2,3,1,0,1,0,0,259,203,592,550,259,203,592,550,333,347,115551,333,347,115551,0,0,craze,0.9439486265182495,1
test__175__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__175__obj003__craze.png,test,craze,175.jpg,175,175.xml,175,175.jpg,175,3,3,1,0,1,0,0,612,495,983,864,612,495,983,864,371,369,136899,371,369,136899,0,0,craze,2.608154773712158,1
test__189__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__189__obj001__craze.png,test,craze,189.jpg,189,189.xml,189,189.jpg,189,1,1,1,0,1,0,0,286,249,709,552,286,249,709,552,423,303,128169,423,303,128169,0,0,craze,1.7072833776474,1
test__198__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__198__obj001__craze.png,test,craze,198.jpg,198,198.xml,198,198.jpg,198,1,2,2,0,1,0,0,387,60,998,922,387,60,998,922,611,862,526682,611,862,526682,0,5,hide_craze,0.8860515356063843,0
test__214__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__214__obj001__craze.png,test,craze,214.jpg,214,214.xml,214,214.jpg,214,1,1,1,0,1,0,0,72,400,942,886,72,400,942,886,870,486,422820,870,486,422820,0,2,surface_injure,1.0185476541519165,0
test__296__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__296__obj001__craze.png,test,craze,296.jpg,296,296.xml,296,296.jpg,296,1,1,1,0,1,0,0,202,263,817,585,202,263,817,585,615,322,198030,615,322,198030,0,0,craze,1.8834315538406372,1
test__326__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__326__obj001__craze.png,test,craze,326.jpg,326,326.xml,326,326.jpg,326,1,2,2,0,1,0,0,13,324,403,465,13,324,403,465,390,141,54990,390,141,54990,0,0,craze,0.24138566851615906,1
test__464__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__464__obj001__craze.png,test,craze,464.jpg,464,464.xml,464,464.jpg,464,1,2,2,0,1,0,0,53,25,422,483,53,25,422,483,369,458,169002,369,458,169002,0,2,surface_injure,1.9337249994277954,0
test__469__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__469__obj001__craze.png,test,craze,469.jpg,469,469.xml,469,469.jpg,469,1,1,1,0,1,0,0,389,466,831,844,389,466,831,844,442,378,167076,442,378,167076,0,0,craze,4.469860553741455,1
test__51__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__51__obj001__craze.png,test,craze,51.jpg,51,51.xml,51,51.jpg,51,1,2,1,0,1,0,0,447,894,547,1019,447,894,547,1019,100,125,12500,100,125,12500,0,1,corrosion,0.11070352047681808,0
test__51__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__51__obj002__craze.png,test,craze,51.jpg,51,51.xml,51,51.jpg,51,2,2,1,0,1,0,0,473,20,658,850,473,20,658,850,185,830,153550,185,830,153550,0,1,corrosion,0.045954909175634384,0
test__563__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__563__obj001__craze.png,test,craze,563.jpg,563,563.xml,563,563.jpg,563,1,1,1,0,1,0,0,386,127,936,830,386,127,936,830,550,703,386650,550,703,386650,0,0,craze,0.9571879506111145,1
test__57__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__57__obj001__craze.png,test,craze,57.jpg,57,57.xml,57,57.jpg,57,1,2,2,0,1,0,0,550,314,850,438,550,314,850,438,300,124,37200,300,124,37200,0,5,hide_craze,-0.006622776854783297,0
test__574__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__574__obj001__craze.png,test,craze,574.jpg,574,574.xml,574,574.jpg,574,1,1,1,0,1,0,0,237,281,564,602,237,281,564,602,327,321,104967,327,321,104967,0,0,craze,0.9036747217178345,1
test__580__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__580__obj001__craze.png,test,craze,580.jpg,580,580.xml,580,580.jpg,580,1,1,1,0,1,0,0,194,608,673,930,194,608,673,930,479,322,154238,479,322,154238,0,0,craze,1.8303004503250122,1
test__61__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__61__obj001__craze.png,test,craze,61.jpg,61,61.xml,61,61.jpg,61,1,3,1,0,1,0,0,203,200,402,366,203,200,402,366,199,166,33034,199,166,33034,0,0,craze,-0.17598214745521545,1
test__61__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__61__obj002__craze.png,test,craze,61.jpg,61,61.xml,61,61.jpg,61,2,3,1,0,1,0,0,367,389,631,650,367,389,631,650,264,261,68904,264,261,68904,0,0,craze,0.70353102684021,1
test__61__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__61__obj003__craze.png,test,craze,61.jpg,61,61.xml,61,61.jpg,61,3,3,1,0,1,0,0,623,688,958,1014,623,688,958,1014,335,326,109210,335,326,109210,0,0,craze,1.2595797777175903,1
test__701__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__701__obj001__craze.png,test,craze,701.jpg,701,701.xml,701,701.jpg,701,1,1,1,0,1,0,0,227,253,919,1000,227,253,919,1000,692,747,516924,692,747,516924,0,0,craze,0.47863003611564636,1
test__71__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__71__obj001__craze.png,test,craze,71.jpg,71,71.xml,71,71.jpg,71,1,1,1,0,1,0,0,108,377,1011,783,108,377,1011,783,903,406,366618,903,406,366618,0,0,craze,0.7624891996383667,1
test__73__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__73__obj001__craze.png,test,craze,73.jpg,73,73.xml,73,73.jpg,73,1,1,1,0,1,0,0,286,270,766,700,286,270,766,700,480,430,206400,480,430,206400,0,0,craze,0.9148326516151428,1
test__786__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__786__obj001__craze.png,test,craze,786.jpg,786,786.xml,786,177.jpg,177,1,1,1,1,1,0,0,36,392,647,510,36,392,647,510,611,118,72098,611,118,72098,0,5,hide_craze,0.3431389033794403,0
test__81__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__81__obj001__craze.png,test,craze,81.jpg,81,81.xml,81,81.jpg,81,1,3,1,0,1,0,0,20,3,231,181,20,3,231,181,211,178,37558,211,178,37558,0,0,craze,0.9898773431777954,1
test__81__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__81__obj002__craze.png,test,craze,81.jpg,81,81.xml,81,81.jpg,81,2,3,1,0,1,0,0,256,197,566,538,256,197,566,538,310,341,105710,310,341,105710,0,0,craze,1.0105124711990356,1
test__81__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__81__obj003__craze.png,test,craze,81.jpg,81,81.xml,81,81.jpg,81,3,3,1,0,1,0,0,600,481,1016,870,600,481,1016,870,416,389,161824,416,389,161824,0,0,craze,1.6142258644104004,1
test__824__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__824__obj001__craze.png,test,craze,824.jpg,824,824.xml,824,824.jpg,824,1,1,1,0,1,0,0,542,431,653,782,542,431,653,782,111,351,38961,111,351,38961,0,4,crack,0.22331717610359192,0
test__912__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__912__obj001__craze.png,test,craze,912.jpg,912,912.xml,912,444.jpg,444,1,1,1,1,1,0,0,337,583,925,894,337,583,925,894,588,311,182868,588,311,182868,0,0,craze,1.022109866142273,1
test__93__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/craze/test__93__obj001__craze.png,test,craze,93.jpg,93,93.xml,93,93.jpg,93,1,1,1,0,1,0,0,233,369,1023,681,233,369,1023,681,790,312,246480,790,312,246480,0,0,craze,0.8849591612815857,1
test__1017__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__1017__obj001__hide_craze.png,test,hide_craze,1017.jpg,1017,1017.xml,1017,1017.jpg,1017,1,2,1,0,1,0,0,584,827,656,866,584,827,656,866,72,39,2808,72,39,2808,5,5,hide_craze,0.7663609385490417,1
test__1017__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__1017__obj002__hide_craze.png,test,hide_craze,1017.jpg,1017,1017.xml,1017,1017.jpg,1017,2,2,1,0,1,0,0,644,747,673,941,644,747,673,941,29,194,5626,29,194,5626,5,5,hide_craze,0.012443862855434418,1
test__1034__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__1034__obj001__hide_craze.png,test,hide_craze,1034.jpg,1034,1034.xml,1034,709.jpg,709,1,1,1,1,1,0,0,342,300,430,772,342,300,430,772,88,472,41536,88,472,41536,5,5,hide_craze,0.7272775769233704,1
test__1044__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__1044__obj001__hide_craze.png,test,hide_craze,1044.jpg,1044,1044.xml,1044,723.jpg,723,1,1,1,1,1,0,0,128,164,445,272,128,164,445,272,317,108,34236,317,108,34236,5,5,hide_craze,0.7740001082420349,1
test__13__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__13__obj001__hide_craze.png,test,hide_craze,13.jpg,13,13.xml,13,13.jpg,13,1,2,1,0,1,0,0,11,649,162,808,11,649,162,808,151,159,24009,151,159,24009,5,5,hide_craze,1.1608012914657593,1
test__13__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__13__obj002__hide_craze.png,test,hide_craze,13.jpg,13,13.xml,13,13.jpg,13,2,2,1,0,1,0,0,483,611,514,775,483,611,514,775,31,164,5084,31,164,5084,5,5,hide_craze,0.39454415440559387,1
test__146__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__146__obj001__hide_craze.png,test,hide_craze,146.jpg,146,146.xml,146,146.jpg,146,1,1,1,0,1,0,0,312,266,512,725,312,266,512,725,200,459,91800,200,459,91800,5,5,hide_craze,0.7595071196556091,1
test__163__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__163__obj001__hide_craze.png,test,hide_craze,163.jpg,163,163.xml,163,163.jpg,163,1,1,1,0,1,0,0,517,263,577,400,517,263,577,400,60,137,8220,60,137,8220,5,5,hide_craze,1.0124988555908203,1
test__198__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__198__obj002__hide_craze.png,test,hide_craze,198.jpg,198,198.xml,198,198.jpg,198,2,2,2,0,1,0,0,84,378,366,438,84,378,366,438,282,60,16920,282,60,16920,5,5,hide_craze,0.7828678488731384,1
test__209__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__209__obj001__hide_craze.png,test,hide_craze,209.jpg,209,209.xml,209,209.jpg,209,1,1,1,0,1,0,0,25,372,473,436,25,372,473,436,448,64,28672,448,64,28672,5,5,hide_craze,-0.07029462605714798,1
test__224__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__224__obj001__hide_craze.png,test,hide_craze,224.jpg,224,224.xml,224,224.jpg,224,1,1,1,0,1,0,0,12,660,845,930,12,660,845,930,833,270,224910,833,270,224910,5,4,crack,-0.20503942668437958,0
test__228__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__228__obj001__hide_craze.png,test,hide_craze,228.jpg,228,228.xml,228,228.jpg,228,1,2,1,0,1,0,0,312,320,389,399,312,320,389,399,77,79,6083,77,79,6083,5,5,hide_craze,1.5197560787200928,1
test__228__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__228__obj002__hide_craze.png,test,hide_craze,228.jpg,228,228.xml,228,228.jpg,228,2,2,1,0,1,0,0,527,519,653,627,527,519,653,627,126,108,13608,126,108,13608,5,5,hide_craze,1.3877148628234863,1
test__234__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__234__obj001__hide_craze.png,test,hide_craze,234.jpg,234,234.xml,234,234.jpg,234,1,5,2,0,1,0,0,200,95,372,466,200,95,372,466,172,371,63812,172,371,63812,5,1,corrosion,0.46711769700050354,0
test__234__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__234__obj002__hide_craze.png,test,hide_craze,234.jpg,234,234.xml,234,234.jpg,234,2,5,2,0,1,0,0,394,161,648,377,394,161,648,377,254,216,54864,254,216,54864,5,5,hide_craze,1.0627193450927734,1
test__234__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__234__obj003__hide_craze.png,test,hide_craze,234.jpg,234,234.xml,234,234.jpg,234,3,5,2,0,1,0,0,512,667,675,822,512,667,675,822,163,155,25265,163,155,25265,5,5,hide_craze,0.8905926942825317,1
test__234__obj004__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__234__obj004__hide_craze.png,test,hide_craze,234.jpg,234,234.xml,234,234.jpg,234,4,5,2,0,1,0,0,521,354,770,486,521,354,770,486,249,132,32868,249,132,32868,5,2,surface_injure,-0.24390868842601776,0
test__276__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__276__obj001__hide_craze.png,test,hide_craze,276.jpg,276,276.xml,276,276.jpg,276,1,2,1,0,1,0,0,1,222,480,313,1,222,480,313,479,91,43589,479,91,43589,5,5,hide_craze,0.7334242463111877,1
test__276__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__276__obj002__hide_craze.png,test,hide_craze,276.jpg,276,276.xml,276,276.jpg,276,2,2,1,0,1,0,0,498,310,842,380,498,310,842,380,344,70,24080,344,70,24080,5,5,hide_craze,0.7366594076156616,1
test__284__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__284__obj001__hide_craze.png,test,hide_craze,284.jpg,284,284.xml,284,284.jpg,284,1,1,1,0,1,0,0,695,330,755,775,695,330,755,775,60,445,26700,60,445,26700,5,5,hide_craze,-0.11119159311056137,1
test__379__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__379__obj001__hide_craze.png,test,hide_craze,379.jpg,379,379.xml,379,379.jpg,379,1,2,1,0,1,0,0,2,336,420,727,2,336,420,727,418,391,163438,418,391,163438,5,5,hide_craze,0.6080712080001831,1
test__379__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__379__obj002__hide_craze.png,test,hide_craze,379.jpg,379,379.xml,379,379.jpg,379,2,2,1,0,1,0,0,442,747,827,1024,442,747,827,1024,385,277,106645,385,277,106645,5,5,hide_craze,0.6035844683647156,1
test__388__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__388__obj001__hide_craze.png,test,hide_craze,388.jpg,388,388.xml,388,388.jpg,388,1,1,1,0,1,0,0,625,878,852,925,625,878,852,925,227,47,10669,227,47,10669,5,5,hide_craze,0.37201347947120667,1
test__438__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__438__obj001__hide_craze.png,test,hide_craze,438.jpg,438,438.xml,438,438.jpg,438,1,1,1,0,1,0,0,147,147,1003,308,147,147,1003,308,856,161,137816,856,161,137816,5,5,hide_craze,1.1765520572662354,1
test__457__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__457__obj001__hide_craze.png,test,hide_craze,457.jpg,457,457.xml,457,457.jpg,457,1,3,1,0,1,0,0,430,194,483,350,430,194,483,350,53,156,8268,53,156,8268,5,4,crack,-0.05232932046055794,0
test__457__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__457__obj002__hide_craze.png,test,hide_craze,457.jpg,457,457.xml,457,457.jpg,457,2,3,1,0,1,0,0,453,467,486,536,453,467,486,536,33,69,2277,33,69,2277,5,5,hide_craze,0.08304772526025772,1
test__457__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__457__obj003__hide_craze.png,test,hide_craze,457.jpg,457,457.xml,457,457.jpg,457,3,3,1,0,1,0,0,466,641,525,756,466,641,525,756,59,115,6785,59,115,6785,5,5,hide_craze,-0.5227382183074951,1
test__464__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__464__obj002__hide_craze.png,test,hide_craze,464.jpg,464,464.xml,464,464.jpg,464,2,2,2,0,1,0,0,486,192,637,228,486,192,637,228,151,36,5436,151,36,5436,5,5,hide_craze,1.1086620092391968,1
test__511__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__511__obj001__hide_craze.png,test,hide_craze,511.jpg,511,511.xml,511,511.jpg,511,1,2,1,0,1,0,0,291,156,372,500,291,156,372,500,81,344,27864,81,344,27864,5,5,hide_craze,0.7129872441291809,1
test__511__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__511__obj002__hide_craze.png,test,hide_craze,511.jpg,511,511.xml,511,511.jpg,511,2,2,1,0,1,0,0,405,192,459,408,405,192,459,408,54,216,11664,54,216,11664,5,2,surface_injure,0.02575165033340454,0
test__54__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__54__obj001__hide_craze.png,test,hide_craze,54.jpg,54,54.xml,54,54.jpg,54,1,2,1,0,1,0,0,470,691,500,928,470,691,500,928,30,237,7110,30,237,7110,5,5,hide_craze,0.2698867619037628,1
test__54__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__54__obj002__hide_craze.png,test,hide_craze,54.jpg,54,54.xml,54,54.jpg,54,2,2,1,0,1,0,0,478,272,503,631,478,272,503,631,25,359,8975,25,359,8975,5,5,hide_craze,0.4000300467014313,1
test__541__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__541__obj001__hide_craze.png,test,hide_craze,541.jpg,541,541.xml,541,541.jpg,541,1,1,1,0,1,0,0,492,270,748,713,492,270,748,713,256,443,113408,256,443,113408,5,5,hide_craze,0.5198640823364258,1
test__569__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__569__obj001__hide_craze.png,test,hide_craze,569.jpg,569,569.xml,569,569.jpg,569,1,1,1,0,1,0,0,3,400,958,599,3,400,958,599,955,199,190045,955,199,190045,5,5,hide_craze,1.0787994861602783,1
test__597__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__597__obj001__hide_craze.png,test,hide_craze,597.jpg,597,597.xml,597,597.jpg,597,1,1,1,0,1,0,0,42,561,614,631,42,561,614,631,572,70,40040,572,70,40040,5,5,hide_craze,0.2782830595970154,1
test__600__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__600__obj001__hide_craze.png,test,hide_craze,600.jpg,600,600.xml,600,600.jpg,600,1,1,1,0,1,0,0,242,297,870,422,242,297,870,422,628,125,78500,628,125,78500,5,3,thunderstrike,-0.2380795031785965,0
test__610__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__610__obj001__hide_craze.png,test,hide_craze,610.jpg,610,610.xml,610,610.jpg,610,1,1,1,0,1,0,0,578,406,681,486,578,406,681,486,103,80,8240,103,80,8240,5,5,hide_craze,1.4704396724700928,1
test__623__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/hide_craze/test__623__obj001__hide_craze.png,test,hide_craze,623.jpg,623,623.xml,623,623.jpg,623,1,2,2,0,1,0,0,55,511,852,689,55,511,852,689,797,178,141866,797,178,141866,5,5,hide_craze,1.5654505491256714,1
